コード,銘柄名
5398,日本研紙
5399,#ERROR!
5400,#ERROR!
5401,新日鐵住金
5402,#ERROR!
5403,#ERROR!
5404,#ERROR!
5405,住友金属工業
5406,神戸製鋼所
5407,日新製鋼
5408,中山製鋼所
5409,#ERROR!
5410,合同製鐵
5411,ジェイ　エフ　イー　ホールディングス
5412,ポスコ　普通株式米国預託証券
5413,日新製鋼
5414,#ERROR!
5415,#ERROR!
5416,#ERROR!
5417,#ERROR!
5418,#ERROR!
5419,#ERROR!
5420,#ERROR!
5421,#ERROR!
5422,#ERROR!
5423,東京製鐵
5424,#ERROR!
5425,#ERROR!
5426,#ERROR!
5427,#ERROR!
5428,#ERROR!
5429,#ERROR!
5430,#ERROR!
5431,#ERROR!
5432,#ERROR!
5433,#ERROR!
5434,#ERROR!
5435,#ERROR!
5436,#ERROR!
5437,#ERROR!
5438,#ERROR!
5439,#ERROR!
5440,共英製鋼
5441,#ERROR!
5442,#ERROR!
5443,#ERROR!
5444,大和工業
5445,東京鐵鋼
5446,北越メタル
5447,#ERROR!
5448,東京鋼鐵
5449,大阪製鐵
5450,豊平製鋼
5451,#ERROR!
5452,#ERROR!
5453,東洋鋼鈑
5454,#ERROR!
5455,#ERROR!
5456,朝日工業
5457,住友鋼管
5458,高砂鐵工
5459,#ERROR!
5460,#ERROR!
5461,中部鋼鈑
5462,#ERROR!
5463,丸一鋼管
5464,モリ工業
5465,#ERROR!
5466,#ERROR!
5467,#ERROR!
5468,#ERROR!
5469,#ERROR!
5470,#ERROR!
5471,大同特殊鋼
5472,#ERROR!
5473,#ERROR!
5474,#ERROR!
5475,#ERROR!
5476,日本高周波鋼業
5477,#ERROR!
5478,#ERROR!
5479,日本金属工業
5480,日本冶金工業
5481,山陽特殊製鋼
5482,愛知製鋼
5483,#ERROR!
5484,東北特殊鋼
5485,#ERROR!
5486,日立金属
5487,#ERROR!
5488,#ERROR!
5489,#ERROR!
5490,#ERROR!
5491,日本金属
5492,#ERROR!
5493,#ERROR!
5494,#ERROR!
5495,#ERROR!
5496,#ERROR!
5497,#ERROR!
5498,#ERROR!
5499,#ERROR!
5500,#ERROR!
5501,#ERROR!
5502,#ERROR!
5503,#ERROR!
5504,#ERROR!
5505,#ERROR!
5506,#ERROR!
5507,#ERROR!
5508,#ERROR!
5509,#ERROR!
5510,#ERROR!
5511,#ERROR!
5512,#ERROR!
5513,#ERROR!
5514,#ERROR!
5515,#ERROR!
5516,#ERROR!
5517,#ERROR!
5518,#ERROR!
5519,#ERROR!
5520,#ERROR!
5521,#ERROR!
5522,#ERROR!
5523,#ERROR!
5524,#ERROR!
5525,#ERROR!
5526,#ERROR!
5527,#ERROR!
5528,#ERROR!
5529,#ERROR!
5530,#ERROR!
5531,#ERROR!
5532,#ERROR!
5533,#ERROR!
5534,#ERROR!
5535,#ERROR!
5536,#ERROR!
5537,#ERROR!
5538,#ERROR!
5539,#ERROR!
5540,#ERROR!
5541,大平洋金属
5542,新報国製鉄
5543,#ERROR!
5544,#ERROR!
5545,#ERROR!
5546,#ERROR!
5547,#ERROR!
5548,#ERROR!
5549,#ERROR!
5550,#ERROR!
5551,#ERROR!
5552,#ERROR!
5553,#ERROR!
5554,#ERROR!
5555,#ERROR!
5556,#ERROR!
5557,#ERROR!
5558,#ERROR!
5559,#ERROR!
5560,#ERROR!
5561,#ERROR!
5562,#ERROR!
5563,新日本電工
5564,#ERROR!
5565,#ERROR!
5566,中央電気工業
5567,#ERROR!
5568,#ERROR!
5569,#ERROR!
5570,#ERROR!
5571,#ERROR!
5572,#ERROR!
5573,#ERROR!
5574,#ERROR!
5575,#ERROR!
5576,#ERROR!
5577,#ERROR!
5578,#ERROR!
5579,#ERROR!
5580,#ERROR!
5581,#ERROR!
5582,#ERROR!
5583,#ERROR!
5584,#ERROR!
5585,#ERROR!
5586,#ERROR!
5587,#ERROR!
5588,#ERROR!
5589,#ERROR!
5590,#ERROR!
5591,#ERROR!
5592,#ERROR!
5593,#ERROR!
5594,#ERROR!
5595,#ERROR!
5596,#ERROR!
5597,#ERROR!
5598,#ERROR!
5599,#ERROR!
5600,#ERROR!
5601,#ERROR!
5602,栗本鐵工所
5603,虹技
5604,#ERROR!
5605,アイメタルテクノロジー
5606,旭テック
5607,中央可鍛工業
5608,#ERROR!
5609,日本鋳造
5610,大和重工
5611,#ERROR!
5612,日本鋳鉄管
5613,#ERROR!
5614,#ERROR!
5615,#ERROR!
5616,#ERROR!
5617,#ERROR!
5618,#ERROR!
5619,#ERROR!
5620,#ERROR!
5621,#ERROR!
5622,#ERROR!
5623,#ERROR!
5624,#ERROR!
5625,#ERROR!
5626,#ERROR!
5627,#ERROR!
5628,#ERROR!
5629,#ERROR!
5630,#ERROR!
5631,日本製鋼所
5632,三菱製鋼
5633,#ERROR!
5634,#ERROR!
5635,#ERROR!
5636,#ERROR!
5637,#ERROR!
5638,#ERROR!
5639,#ERROR!
5640,#ERROR!
5641,ＴＤＦ
5642,#ERROR!
5643,#ERROR!
5644,メタルアート
5645,イチタン
5646,#ERROR!
5647,#ERROR!
5648,#ERROR!
5649,#ERROR!
5650,#ERROR!
5651,#ERROR!
5652,#ERROR!
5653,#ERROR!
5654,#ERROR!
5655,#ERROR!
5656,#ERROR!
5657,鈴木金属工業
5658,日亜鋼業
5659,日本精線
5660,神鋼鋼線工業
5661,#ERROR!
5662,#ERROR!
5663,#ERROR!
5664,#ERROR!
5665,#ERROR!
5666,#ERROR!
5667,#ERROR!
5668,#ERROR!
5669,#ERROR!
5670,#ERROR!
5671,#ERROR!
5672,#ERROR!
5673,#ERROR!
5674,#ERROR!
5675,#ERROR!
5676,#ERROR!
5677,#ERROR!
5678,#ERROR!
5679,#ERROR!
5680,#ERROR!
5681,#ERROR!
5682,#ERROR!
5683,#ERROR!
5684,#ERROR!
5685,#ERROR!
5686,#ERROR!
5687,#ERROR!
5688,#ERROR!
5689,#ERROR!
5690,#ERROR!
5691,#ERROR!
5692,#ERROR!
5693,#ERROR!
5694,#ERROR!
5695,パウダーテック
5696,#ERROR!
5697,サンユウ
5698,エンビプロ・ホールディングス
5699,#ERROR!
5700,#ERROR!
5701,日本軽金属
5702,大紀アルミニウム工業所
5703,日本軽金属ホールディングス
5704,ＪＭＣ
5705,#ERROR!
5706,三井金属
5707,東邦亜鉛
5708,#ERROR!
5709,#ERROR!
5710,#ERROR!
5711,三菱マテリアル
5712,#ERROR!
5713,住友金属鉱山
5714,ＤＯＷＡホールディングス
5715,古河機械金属
5716,#ERROR!
5717,#ERROR!
5718,#ERROR!
5719,#ERROR!
5720,#ERROR!
5721,エス・サイエンス
5722,#ERROR!
5723,#ERROR!
5724,アサカ理研
5725,#ERROR!
5726,大阪チタニウムテクノロジーズ
5727,東邦チタニウム
5728,#ERROR!
5729,日本精鉱
5730,#ERROR!
5731,#ERROR!
5732,#ERROR!
5733,#ERROR!
5734,#ERROR!
5735,#ERROR!
5736,#ERROR!
5737,#ERROR!
5738,住友軽金属工業
5739,#ERROR!
5740,#ERROR!
5741,ＵＡＣＪ
5742,エヌアイシ・オートテック
5743,#ERROR!
5744,#ERROR!
5745,#ERROR!
5746,#ERROR!
5747,#ERROR!
5748,#ERROR!
5749,#ERROR!
5750,#ERROR!
5751,#ERROR!
5752,#ERROR!
5753,日本伸銅
5754,#ERROR!
5755,#ERROR!
5756,#ERROR!
5757,ＣＫサンエツ
5758,ＦＣＭ
5759,#ERROR!
5760,#ERROR!
5761,#ERROR!
5762,#ERROR!
5763,#ERROR!
5764,#ERROR!
5765,#ERROR!
5766,#ERROR!
5767,#ERROR!
5768,#ERROR!
5769,#ERROR!
5770,#ERROR!
5771,#ERROR!
5772,#ERROR!
5773,#ERROR!
5774,#ERROR!
5775,#ERROR!
5776,#ERROR!
5777,#ERROR!
5778,#ERROR!
5779,#ERROR!
5780,#ERROR!
5781,東邦金属
5782,#ERROR!
5783,#ERROR!
5784,#ERROR!
5785,#ERROR!
5786,#ERROR!
5787,#ERROR!
5788,#ERROR!
5789,#ERROR!
5790,#ERROR!
5791,#ERROR!
5792,#ERROR!
5793,#ERROR!
5794,#ERROR!
5795,#ERROR!
5796,#ERROR!
5797,#ERROR!
5798,#ERROR!
5799,#ERROR!
5800,#ERROR!
5801,古河電気工業
5802,住友電気工業
5803,フジクラ
5804,三菱電線工業
5805,昭和電線ホールディングス
5806,#ERROR!
5807,東京特殊電線
5808,#ERROR!
5809,タツタ電線
5810,#ERROR!
5811,#ERROR!
5812,日立電線
5813,#ERROR!
5814,#ERROR!
5815,沖電線
5816,オーナンバ
5817,ＪＭＡＣＳ
5818,#ERROR!
5819,カナレ電気
5820,三ッ星
5821,平河ヒューテック
5822,#ERROR!
5823,#ERROR!
5824,#ERROR!
5825,#ERROR!
5826,#ERROR!
5827,#ERROR!
5828,#ERROR!
5829,#ERROR!
5830,#ERROR!
5831,#ERROR!
5832,#ERROR!
5833,#ERROR!
5834,#ERROR!
5835,#ERROR!
5836,#ERROR!
5837,#ERROR!
5838,#ERROR!
5839,#ERROR!
5840,#ERROR!
5841,#ERROR!
5842,#ERROR!
5843,#ERROR!
5844,#ERROR!
5845,#ERROR!
5846,#ERROR!
5847,#ERROR!
5848,#ERROR!
5849,#ERROR!
5850,#ERROR!
5851,リョービ
5852,アーレスティ
5853,#ERROR!
5854,#ERROR!
5855,#ERROR!
5856,東理ホールディングス
5857,アサヒホールディングス
5858,#ERROR!
5859,#ERROR!
5860,#ERROR!
5861,#ERROR!
5862,#ERROR!
5863,#ERROR!
5864,#ERROR!
5865,#ERROR!
5866,#ERROR!
5867,#ERROR!
5868,#ERROR!
5869,#ERROR!
5870,#ERROR!
5871,#ERROR!
5872,#ERROR!
5873,#ERROR!
5874,#ERROR!
5875,#ERROR!
5876,#ERROR!
5877,#ERROR!
5878,#ERROR!
5879,#ERROR!
5880,#ERROR!
5881,#ERROR!
5882,#ERROR!
5883,#ERROR!
5884,#ERROR!
5885,#ERROR!
5886,#ERROR!
5887,#ERROR!
5888,#ERROR!
5889,#ERROR!
5890,#ERROR!
5891,#ERROR!
5892,#ERROR!
5893,#ERROR!
5894,#ERROR!
5895,#ERROR!
5896,#ERROR!
5897,#ERROR!
5898,#ERROR!
5899,#ERROR!
5900,ダイケン
5901,東洋製罐グループホールディングス
5902,ホッカンホールディングス
5903,シンポ
5904,#ERROR!
5905,日本製罐
5906,エムケー精工
5907,ＪＦＥコンテイナー
5908,#ERROR!
5909,コロナ
5910,#ERROR!
5911,横河ブリッジホールディングス
5912,ＯＳＪＢホールディングス
5913,#ERROR!
5914,#ERROR!
5915,駒井ハルテック
5916,ハルテック
5917,サクラダ
5918,瀧上工業
5919,ＪＳＴ
5920,#ERROR!
5921,川岸工業
5922,那須電機鉄工
5923,高田機工
5924,#ERROR!
5925,#ERROR!
5926,#ERROR!
5927,#ERROR!
5928,アルメタックス
5929,三和ホールディングス
5930,文化シヤッター
5931,#ERROR!
5932,三協立山
5933,アルインコ
5934,#ERROR!
5935,元旦ビューティ工業
5936,東洋シヤッター
5937,#ERROR!
5938,ＬＩＸＩＬグループ
5939,大谷工業
5940,不二サッシ
5941,中西製作所
5942,日本フイルコン
5943,ノーリツ
5944,#ERROR!
5945,天龍製鋸
5946,長府製作所
5947,リンナイ
5948,#ERROR!
5949,ユニプレス
5950,日本パワーファスニング
5951,ダイニチ工業
5952,アマテイ
5953,昭和鉄工
5954,トープラ
5955,ヤマシナ
5956,トーソー
5957,日東精工
5958,三洋工業
5959,岡部
5960,#ERROR!
5961,#ERROR!
5962,浅香工業
5963,日立ツール
5964,東洋刃物
5965,フジマック
5966,ＫＴＣ
5967,ＴＯＮＥ
5968,#ERROR!
5969,ロブテックス
5970,ジーテクト
5971,共和工業所
5972,#ERROR!
5973,トーアミ
5974,中国工業
5975,東プレ
5976,高周波熱錬
5977,#ERROR!
5978,#ERROR!
5979,カネソウ
5980,田中亜鉛鍍金
5981,東京製綱
5982,マルゼン
5983,イワブチ
5984,兼房
5985,サンコール
5986,モリテック　スチール
5987,オーネックス
5988,パイオラックス
5989,エイチワン
5990,スーパーツール
5991,ニッパツ
5992,中央発條
5993,知多鋼業
5994,ファインシンター
5995,日本科学冶金
5996,新立川航空機
5997,協立エアテック
5998,アドバネクス
5999,イハラサイエンス
6000,#ERROR!
6001,#ERROR!
6002,#ERROR!
6003,#ERROR!
6004,#ERROR!
6005,三浦工業
6006,#ERROR!
6007,#ERROR!
6008,#ERROR!
6009,#ERROR!
6010,#ERROR!
6011,#ERROR!
6012,#ERROR!
6013,タクマ
6014,#ERROR!
6015,#ERROR!
6016,ジャパンエンジンコーポレーション
6017,#ERROR!
6018,阪神内燃機工業
6019,#ERROR!
6020,#ERROR!
6021,#ERROR!
6022,赤阪鐵工所
6023,ダイハツディーゼル
6024,#ERROR!
6025,日本ＰＣサービス
6026,ＧＭＯ　ＴＥＣＨ
6027,弁護士ドットコム
6028,テクノプロ・ホールディングス
6029,アトラ
6030,アドベンチャー
6031,サイジニア
6032,インターワークス
6033,エクストリーム
6034,ＭＲＴ
6035,アイ・アールジャパンホールディングス
6036,ＫｅｅＰｅｒ技研
6037,ファーストロジック
6038,イード
6039,日本動物高度医療センター
6040,日本スキー場開発
6041,#ERROR!
6042,ニッキ
6043,#ERROR!
6044,三機サービス
6045,レントラックス
6046,リンクバル
6047,Ｇｕｎｏｓｙ
6048,デザインワン・ジャパン
6049,イトクロ
6050,イー・ガーディアン
6051,アイ・アールジャパン
6052,イーピーミント
6053,栄光ホールディングス
6054,リブセンス
6055,ジャパンマテリアル
6056,キューアンドエー
6057,リフォームスタジオ
6058,ベクトル
6059,ウチヤマホールディングス
6060,こころネット
6061,ユニバーサル園芸社
6062,チャーム・ケア・コーポレーション
6063,日本エマージェンシーアシスタンス
6064,アクトコール
6065,ライクキッズネクスト
6066,新東京Ｇ
6067,メディアフラッグ
6068,Ｐ＆Ｐホールディングス
6069,トレンダーズ
6070,キャリアリンク
6071,ＩＢＪ
6072,地盤ネットホールディングス
6073,アサンテ
6074,ジェイエスエス
6075,フォトクリエイト
6076,アメイズ
6077,Ｎ・フィールド
6078,バリューＨＲ
6079,エナリス
6080,Ｍ＆Ａキャピタルパートナーズ
6081,アライドアーキテクツ
6082,ライドオンエクスプレスホールディングス
6083,ＥＲＩホールディングス
6084,オウチーノ
6085,アーキテクツ・スタジオ・ジャパン
6086,シンメンテホールディングス
6087,アビスト
6088,シグマクシス
6089,ウィルグループ
6090,ヒューマン・メタボローム・テクノロジーズ
6091,ウエスコホールディングス
6092,エンバイオ・ホールディングス
6093,エスクロー・エージェント・ジャパン
6094,フリークアウト・ホールディングス
6095,メドピア
6096,レアジョブ
6097,日本ビューホテル
6098,リクルートホールディングス
6099,エラン
6100,#ERROR!
6101,ツガミ
6102,#ERROR!
6103,オークマ
6104,東芝機械
6105,#ERROR!
6106,#ERROR!
6107,#ERROR!
6108,#ERROR!
6109,#ERROR!
6110,#ERROR!
6111,旭精機工業
6112,小島鉄工所
6113,アマダホールディングス
6114,#ERROR!
6115,#ERROR!
6116,#ERROR!
6117,#ERROR!
6118,アイダエンジニアリング
6119,#ERROR!
6120,#ERROR!
6121,滝澤鉄工所
6122,#ERROR!
6123,#ERROR!
6124,#ERROR!
6125,岡本工作機械製作所
6126,#ERROR!
6127,#ERROR!
6128,#ERROR!
6129,#ERROR!
6130,#ERROR!
6131,浜井産業
6132,#ERROR!
6133,#ERROR!
6134,富士機械製造
6135,牧野フライス製作所
6136,ＯＳＧ
6137,小池酸素工業
6138,ダイジェット工業
6139,#ERROR!
6140,旭ダイヤモンド工業
6141,ＤＭＧ森精機
6142,富士精工
6143,ソディック
6144,西部電機
6145,日特エンジニアリング
6146,ディスコ
6147,ヤマザキ
6148,#ERROR!
6149,小田原エンジニアリング
6150,タケダ機械
6151,日東工器
6152,#ERROR!
6153,#ERROR!
6154,#ERROR!
6155,高松機械工業
6156,エーワン精密
6157,日進工具
6158,和井田製作所
6159,ミクロン精密
6160,ソディックハイテック
6161,エスティック
6162,ミヤノ
6163,エイチアンドエフ
6164,太陽工機
6165,パンチ工業
6166,中村超硬
6167,冨士ダイス
6168,#ERROR!
6169,#ERROR!
6170,#ERROR!
6171,土木管理総合試験所
6172,メタップス
6173,アクアライン
6174,デンタス
6175,ネットマーケティング
6176,ブランジスタ
6177,ＡｐｐＢａｎｋ
6178,日本郵政
6179,ＷＢＦ沖縄
6180,ＧＭＯメディア
6181,パートナーエージェント
6182,ロゼッタ
6183,ベルシステム２４ホールディングス
6184,鎌倉新書
6185,ソネット・メディア・ネットワークス
6186,一蔵
6187,ＬＩＴＡＬＩＣＯ
6188,富士ソフトサービスビューロ
6189,グローバルグループ
6190,フェニックスバイオ
6191,エボラブルアジア
6192,ハイアス・アンド・カンパニー
6193,バーチャレクス・ホールディングス
6194,アトラエ
6195,ホープ
6196,ストライク
6197,ソラスト
6198,キャリア
6199,セラク
6200,インソース
6201,豊田自動織機
6202,#ERROR!
6203,豊和工業
6204,#ERROR!
6205,ＯＫＫ
6206,#ERROR!
6207,#ERROR!
6208,石川製作所
6209,#ERROR!
6210,東洋機械金属
6211,倉敷機械
6212,#ERROR!
6213,オーエム製作所
6214,#ERROR!
6215,#ERROR!
6216,#ERROR!
6217,津田駒工業
6218,エンシュウ
6219,#ERROR!
6220,#ERROR!
6221,#ERROR!
6222,島精機製作所
6223,#ERROR!
6224,#ERROR!
6225,#ERROR!
6226,#ERROR!
6227,#ERROR!
6228,#ERROR!
6229,#ERROR!
6230,#ERROR!
6231,#ERROR!
6232,#ERROR!
6233,#ERROR!
6234,#ERROR!
6235,オプトラン
6236,ＮＣホールディングス
6237,イワキ
6238,フリュー
6239,ナガオカ
6240,ヤマシンフィルタ
6241,#ERROR!
6242,日本スピンドル製造
6243,#ERROR!
6244,#ERROR!
6245,ヒラノテクシード
6246,テクノスマート
6247,日阪製作所
6248,横田製作所
6249,ゲームカード・ジョイコホールディングス
6250,やまびこ
6251,#ERROR!
6252,ＴＡＩＹＯ
6253,エフオーアイ
6254,野村マイクロ・サイエンス
6255,エヌ・ピー・シー
6256,ニューフレアテクノロジー
6257,藤商事
6258,平田機工
6259,大崎エンジニアリング
6260,アドテックエンジニアリング
6261,日本ゲームカード
6262,ペガサスミシン製造
6263,#ERROR!
6264,マルマエ
6265,妙徳
6266,タツモ
6267,ゼネラルパッカー
6268,ナブテスコ
6269,三井海洋開発
6270,#ERROR!
6271,ニッセイ
6272,レオン自動機
6273,ＳＭＣ
6274,新川
6275,#ERROR!
6276,ナビタス
6277,ホソカワミクロン
6278,ユニオンツール
6279,瑞光
6280,名機製作所
6281,前田製作所
6282,オイレス工業
6283,#ERROR!
6284,日精エー・エス・ビー機械
6285,#ERROR!
6286,靜甲
6287,サトーホールディングス
6288,#ERROR!
6289,技研製作所
6290,#ERROR!
6291,日本エアーテック
6292,カワタ
6293,日精樹脂工業
6294,オカダアイヨン
6295,富士変速機
6296,#ERROR!
6297,鉱研工業
6298,ワイエイシイホールディングス
6299,神鋼環境ソリューション
6300,アピックヤマダ
6301,コマツ
6302,住友重機械工業
6303,ササクラ
6304,#ERROR!
6305,日立建機
6306,日工
6307,サンセイ
6308,#ERROR!
6309,巴工業
6310,井関農機
6311,#ERROR!
6312,フロイント産業
6313,#ERROR!
6314,石井工作研究所
6315,ＴＯＷＡ
6316,丸山製作所
6317,北川鉄工所
6318,#ERROR!
6319,シンニッタン
6320,#ERROR!
6321,ＩＨＩ運搬機械
6322,タクミナ
6323,ローツェ
6324,ハーモニック・ドライブ・システムズ
6325,タカキタ
6326,クボタ
6327,北川精機
6328,荏原実業
6329,#ERROR!
6330,東洋エンジニアリング
6331,三菱化工機
6332,月島機械
6333,帝国電機製作所
6334,明治機械
6335,東京機械製作所
6336,石井表記
6337,テセック
6338,タカトリ
6339,新東工業
6340,澁谷工業
6341,#ERROR!
6342,太平製作所
6343,フリージア・マクロス
6344,キヤノンマシナリー
6345,アイチコーポレーション
6346,キクカワエンタープライズ
6347,プラコー
6348,#ERROR!
6349,小森コーポレーション
6350,#ERROR!
6351,鶴見製作所
6352,#ERROR!
6353,#ERROR!
6354,#ERROR!
6355,住友精密工業
6356,日本ギア工業
6357,三精テクノロジーズ
6358,酒井重工業
6359,#ERROR!
6360,東京自働機械製作所
6361,荏原
6362,石井鐵工所
6363,酉島製作所
6364,北越工業
6365,電業社機械製作所
6366,千代田化工建設
6367,ダイキン工業
6368,オルガノ
6369,トーヨーカネツ
6370,栗田工業
6371,椿本チエイン
6372,#ERROR!
6373,大同工業
6374,ティー・シー・エム
6375,日本コンベヤ
6376,日機装
6377,#ERROR!
6378,木村化工機
6379,新興プランテック
6380,オリエンタルチエン工業
6381,アネスト岩田
6382,トリニティ工業
6383,ダイフク
6384,昭和真空
6385,#ERROR!
6386,#ERROR!
6387,サムコ
6388,#ERROR!
6389,#ERROR!
6390,加藤製作所
6391,加地テック
6392,ヤマダコーポレーション
6393,油研工業
6394,#ERROR!
6395,タダノ
6396,宇野澤組鐵工所
6397,郷鉄工所
6398,#ERROR!
6399,#ERROR!
6400,不二精機
6401,ソディックプラステック
6402,兼松エンジニアリング
6403,水道機工
6404,#ERROR!
6405,鈴茂器工
6406,フジテック
6407,ＣＫＤ
6408,小倉クラッチ
6409,キトー
6410,#ERROR!
6411,中野冷機
6412,平和
6413,理想科学工業
6414,川重冷熱工業
6415,#ERROR!
6416,桂川電機
6417,ＳＡＮＫＹＯ
6418,日本金銭機械
6419,マースエンジニアリング
6420,福島工業
6421,キヤノンファインテック
6422,#ERROR!
6423,アビリット
6424,高見沢サイバネティックス
6425,ユニバーサルエンターテインメント
6426,#ERROR!
6427,#ERROR!
6428,オーイズミ
6429,タイヨーエレック
6430,ダイコク電機
6431,#ERROR!
6432,竹内製作所
6433,ヒーハイスト精工
6434,#ERROR!
6435,#ERROR!
6436,アマノ
6437,三條機械製作所
6438,#ERROR!
6439,中日本鋳工
6440,ＪＵＫＩ
6441,#ERROR!
6442,#ERROR!
6443,東洋製作所
6444,サンデンホールディングス
6445,蛇の目ミシン工業
6446,#ERROR!
6447,#ERROR!
6448,ブラザー工業
6449,#ERROR!
6450,#ERROR!
6451,#ERROR!
6452,#ERROR!
6453,シルバー精工
6454,マックス
6455,モリタホールディングス
6456,#ERROR!
6457,グローリー
6458,新晃工業
6459,大和冷機工業
6460,セガサミーホールディングス
6461,日本ピストンリング
6462,リケン
6463,ＴＰＲ
6464,ツバキ・ナカシマ
6465,ホシザキ
6466,東亜バルブエンジニアリング
6467,ニチダイ
6468,#ERROR!
6469,放電精密加工研究所
6470,大豊工業
6471,日本精工
6472,ＮＴＮ
6473,ジェイテクト
6474,不二越
6475,#ERROR!
6476,富士テクニカ宮津
6477,#ERROR!
6478,ダイベア
6479,ミネベアミツミ
6480,日本トムソン
6481,ＴＨＫ
6482,ユーシン精機
6483,#ERROR!
6484,ＫＶＫ
6485,前澤給装工業
6486,イーグル工業
6487,積水工機製作所
6488,ヨシタケ
6489,前澤工業
6490,日本ピラー工業
6491,#ERROR!
6492,岡野バルブ製造
6493,日鍛バルブ
6494,ＮＦＫホールディングス
6495,宮入バルブ製作所
6496,中北製作所
6497,ハマイ
6498,キッツ
6499,#ERROR!
6500,#ERROR!
6501,日立製作所
6502,東芝
6503,三菱電機
6504,富士電機
6505,東洋電機製造
6506,安川電機
6507,シンフォニア　テクノロジー
6508,明電舎
6509,#ERROR!
6510,#ERROR!
6511,#ERROR!
6512,#ERROR!
6513,オリジン電気
6514,#ERROR!
6515,#ERROR!
6516,山洋電気
6517,デンヨー
6518,三相電機
6519,#ERROR!
6520,#ERROR!
6521,#ERROR!
6522,#ERROR!
6523,#ERROR!
6524,#ERROR!
6525,#ERROR!
6526,#ERROR!
6527,#ERROR!
6528,#ERROR!
6529,#ERROR!
6530,#ERROR!
6531,リファインバース
6532,ベイカレント・コンサルティング
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ
6534,Ｄ．Ａ．コンソーシアムホールディングス
6535,アイモバイル
6536,#ERROR!
6537,ＷＡＳＨハウス
6538,キャリアインデックス
6539,ＭＳ－Ｊａｐａｎ
6540,船場
6541,グレイステクノロジー
6542,ＦＣホールディングス
6543,日宣
6544,#ERROR!
6545,インターネットインフィニティー
6546,フルテック
6547,グリーンズ
6548,旅工房
6549,ディーエムソリューションズ
6550,Ｆｒｉｎｇｅ８１
6551,ツナグ・ソリューションズ
6552,ＧａｍｅＷｉｔｈ
6553,ソウルドアウト
6554,エスユーエス
6555,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ
6556,ウェルビー
6557,ｇｂＨＤ
6558,クックビズ
6559,#ERROR!
6560,エル・ティー・エス
6561,ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ
6562,ジーニー
6563,みらいワークス
6564,ミダック
6565,ＡＢホテル
6566,要興業
6567,ＳＥＲＩＯホールディングス
6568,神戸天然物化学
6569,日総工産
6570,共和コーポレーション
6571,キュービーネットホールディングス
6572,ＲＰＡホールディングス
6573,アジャイルメディア・ネットワーク
6574,コンヴァノ
6575,#ERROR!
6576,#ERROR!
6577,#ERROR!
6578,#ERROR!
6579,#ERROR!
6580,#ERROR!
6581,日立工機
6582,#ERROR!
6583,#ERROR!
6584,三櫻工業
6585,日本電産サーボ
6586,マキタ
6587,#ERROR!
6588,東芝テック
6589,#ERROR!
6590,芝浦メカトロニクス
6591,西芝電機
6592,マブチモーター
6593,ローヤル電機
6594,日本電産
6595,#ERROR!
6596,#ERROR!
6597,#ERROR!
6598,#ERROR!
6599,#ERROR!
6600,#ERROR!
6601,#ERROR!
6602,#ERROR!
6603,#ERROR!
6604,#ERROR!
6605,#ERROR!
6606,#ERROR!
6607,#ERROR!
6608,#ERROR!
6609,#ERROR!
6610,#ERROR!
6611,#ERROR!
6612,#ERROR!
6613,#ERROR!
6614,#ERROR!
6615,ユー・エム・シー・エレクトロニクス
6616,トレックス・セミコンダクター
6617,東光高岳
6618,大泉製作所
6619,ダブル・スコープ
6620,宮越ホールディングス
6621,高岳製作所
6622,ダイヘン
6623,愛知電機
6624,田淵電機
6625,ＪＡＬＣＯホールディングス
6626,ＳＥＭＩＴＥＣ
6627,テラプローブ
6628,オンキヨー
6629,テクノホライゾン・ホールディングス
6630,ヤーマン
6631,#ERROR!
6632,ＪＶＣケンウッド
6633,Ｃ＆Ｇシステムズ
6634,ネクスグループ
6635,大日光・エンジニアリング
6636,ソルガム・ジャパン・ホールディングス
6637,寺崎電気産業
6638,ミマキエンジニアリング
6639,コンテック
6640,第一精工
6641,日新電機
6642,#ERROR!
6643,戸上電機製作所
6644,大崎電気工業
6645,オムロン
6646,エナジーサポート
6647,森尾電機
6648,かわでん
6649,#ERROR!
6650,#ERROR!
6651,日東工業
6652,ＩＤＥＣ
6653,正興電機製作所
6654,不二電機工業
6655,東洋電機
6656,インスペック
6657,ニッポ電機
6658,シライ電子工業
6659,メディアリンクス
6660,インネクスト
6661,オプテックス・エフエー
6662,ユビテック
6663,太洋工業
6664,オプトエレクトロニクス
6665,エルピーダメモリ
6666,リバーエレテック
6667,シコー
6668,アドテック　プラズマ　テクノロジー
6669,シーシーエス
6670,ＭＣＪ
6671,アーム電子
6672,レイテックス
6673,#ERROR!
6674,ジーエス・ユアサ　コーポレーション
6675,サクサホールディングス
6676,メルコホールディングス
6677,エスケーエレクトロニクス
6678,テクノメディカ
6679,サイレックス・テクノロジー
6680,#ERROR!
6681,#ERROR!
6682,#ERROR!
6683,#ERROR!
6684,#ERROR!
6685,#ERROR!
6686,#ERROR!
6687,#ERROR!
6688,#ERROR!
6689,#ERROR!
6690,#ERROR!
6691,#ERROR!
6692,#ERROR!
6693,#ERROR!
6694,ズーム
6695,トリプルワン
